# file...... net_meter_output.csv
# date...... Thu May 11 18:42:22 2017
# user...... vagrant
# host...... (null)
# group..... class=triplex_meter AND groupid=F1_flatrate_meter
# property.. measured_real_power
# limit..... 0
# interval.. 60
# timestamp,F1_tpm_flatrate_B0,F1_tpm_flatrate_C1,F1_tpm_flatrate_C2,F1_tpm_flatrate_B3,F1_tpm_flatrate_B4,F1_tpm_flatrate_A5,F1_tpm_flatrate_B6,F1_tpm_flatrate_B7,F1_tpm_flatrate_A8,F1_tpm_flatrate_A9,F1_tpm_flatrate_C10,F1_tpm_flatrate_A11,F1_tpm_flatrate_A12,F1_tpm_flatrate_A13,F1_tpm_flatrate_C14,F1_tpm_flatrate_A15,F1_tpm_flatrate_A16,F1_tpm_flatrate_C17,F1_tpm_flatrate_C18,F1_tpm_flatrate_B19,F1_tpm_flatrate_B20,F1_tpm_flatrate_C21,F1_tpm_flatrate_B22,F1_tpm_flatrate_B23,F1_tpm_flatrate_B24,F1_tpm_flatrate_A25,F1_tpm_flatrate_A26,F1_tpm_flatrate_C27,F1_tpm_flatrate_A28,F1_tpm_flatrate_C29
2009-06-03 10:46:00 EDT,+1114.887856,+1199.92723588,+935.757130749,+1587.54040135,+1134.59023051,+1492.66506278,+1326.84511389,+1214.49608951,+680.228633761,+736.277916678,+1045.08242005,+1082.72987416,+863.232919931,+849.032187372,+819.047880885,+1759.43677023,+1137.68515404,+1952.93146382,+748.125652475,+2019.81944662,+2236.21102128,+2621.91562297,+1513.67327945,+2754.8175881,+648.419040038,+1243.9755538,+736.479275336,+1278.3924975,+846.420458909,+1549.81647382
2009-06-03 10:47:00 EDT,+1114.88779696,+1199.92711697,+935.756960119,+1587.54033602,+1134.59019796,+1492.66514122,+1326.84504611,+1214.49602579,+680.22866865,+736.277947763,+1045.08233561,+1082.73002329,+863.232962818,+849.032239644,+819.047792119,+1759.43685364,+1137.68521972,+1952.93110113,+748.125587714,+2019.81940013,+2236.21089827,+2621.91519798,+1513.6732481,+2754.8175222,+648.419010306,+1243.9756246,+736.479369842,+1278.39237464,+846.420550117,+1549.81630999
2009-06-03 10:48:00 EDT,+1114.88773955,+1225.09170726,+935.750995113,+1587.54027256,+1134.5901664,+1492.66028955,+1326.84498021,+1214.49596383,+680.226481576,+736.275999777,+1045.07958027,+1082.72265632,+863.23030889,+849.029031543,+819.044773983,+1759.43171773,+1137.68115648,+1952.91841784,+748.123450168,+2019.81935512,+2236.21077864,+2621.90051184,+1513.67321779,+2754.8174584,+648.418981416,+1270.11838998,+736.474693586,+1278.38824718,+846.415968722,+1549.81075296
2009-06-03 10:49:00 EDT,+1114.88768399,+1225.0883515,+935.746747688,+1587.5402111,+1134.5901358,+1492.66031858,+1326.84491643,+1214.49590387,+680.226494817,+736.276009729,+1045.07808101,+1082.722728,+863.230324328,+849.029052058,+819.041992168,+1759.43174917,+1137.68118233,+1952.90973224,+748.12228742,+2019.81931143,+2236.21066289,+2621.89177308,+1513.67318832,+2754.81739646,+648.41895344,+1270.11841753,+736.474738839,+1305.07648857,+846.416011931,+1549.80624598
2009-06-03 10:50:00 EDT,+1114.86296416,+1225.08816324,+935.746481694,+1614.37119765,+1134.57617957,+1492.66032288,+1326.81646264,+1214.469215,+680.226497235,+736.276009109,+1045.07795242,+1082.72276093,+863.230326034,+849.029056684,+819.041855541,+1759.43175463,+1137.68118825,+1952.90916661,+748.12218839,+2019.79936487,+2236.15915118,+2621.8911125,+1513.65970314,+2807.98426432,+648.406441781,+1270.11842235,+736.474759448,+1305.07629172,+846.416031132,+1549.80599372
2009-06-03 10:51:00 EDT,+1114.85686776,+1225.08790252,+935.746124151,+1614.36437981,+1134.57285288,+1492.66024884,+1326.80954662,+1214.46264635,+680.226466035,+736.275971592,+1045.07777085,+1082.72270732,+863.230283269,+849.029013527,+819.04166689,+1759.43167886,+1137.68113438,+1952.90840702,+748.122049773,+2019.79436277,+2236.14648171,+2621.89021897,+1513.65644921,+2807.97720574,+666.54716549,+1270.1183564,+736.474724561,+1305.07601816,+846.415994988,+1549.80564569
2009-06-03 10:52:00 EDT,+1114.85667652,+1225.08764666,+935.745752867,+1614.36417381,+1134.57278053,+1492.657304,+1326.80932802,+1214.46244018,+697.258045412,+736.274741343,+1045.07759924,+1082.71815169,+863.228656879,+849.027100348,+819.041480707,+1759.42857372,+1137.67872559,+1952.90761683,+748.121916514,+2019.79428285,+2236.14608142,+2621.8893021,+1513.656389,+2807.97707513,+666.547069221,+1270.11565866,+736.471829395,+1305.0757515,+846.413167662,+1549.80530165
2009-06-03 10:53:00 EDT,+1114.83630898,+1225.08739346,+935.745385166,+1614.34140528,+1134.56167958,+1492.65445513,+1326.78609977,+1244.0805151,+697.256724362,+736.273549469,+1045.07742947,+1097.68660396,+863.227082939,+849.025250752,+819.041296429,+1759.42557019,+1137.67639735,+1952.90683425,+748.121784667,+2019.77801129,+2269.41374198,+2621.88839412,+1513.64562386,+2807.95378487,+666.536735061,+1270.11304842,+736.469027074,+1305.07548762,+846.41043127,+1549.80496114
2009-06-03 10:54:00 EDT,+1114.83635336,+1225.08714293,+935.745021055,+1614.34146311,+1134.5617388,+1492.65438823,+1326.78615166,+1244.0805642,+697.256693901,+736.27352027,+1045.07726154,+1097.68650449,+863.227045607,+849.025208206,+819.04111406,+1759.42549998,+1137.67634399,+1952.90605929,+748.121654238,+2019.77812047,+2269.41383355,+2621.88749504,+1513.64569057,+2807.95392829,+666.536759854,+1270.11298716,+736.468964367,+1305.07522651,+846.410369917,+1549.80462419
2009-06-03 10:55:00 EDT,+1114.83651514,+1225.08169336,+935.737161234,+1614.34165263,+1134.56186386,+1492.65431579,+1326.78633837,+1244.08074196,+697.256660912,+736.273488717,+1045.07364908,+1097.68639605,+863.227005208,+849.02516209,+819.03712766,+1759.42542399,+1137.67628618,+1985.47650935,+748.11885065,+2019.77832446,+2269.41417148,+2621.86818699,+1513.64582107,+2807.95420911,+666.536845043,+1270.1129208,+736.468896014,+1305.06951978,+846.41030309,+1549.79729783
2009-06-03 10:56:00 EDT,+1114.83718143,+1225.08141892,+935.736770441,+1614.34243678,+1134.56239375,+1492.65417586,+1326.78710777,+1244.08147427,+697.256598324,+736.273424404,+1045.0734626,+1097.68622276,+863.226926229,+849.02507555,+819.036928333,+1759.42527841,+1137.67617783,+1985.47566751,+748.118706698,+2019.77919625,+2269.41556253,+2621.86721808,+1513.64637708,+2807.95540524,+666.537196787,+1270.11279382,+736.468786323,+1305.06923309,+846.410194544,+1549.79692972
2009-06-03 10:57:00 EDT,+1114.83786717,+1225.0768051,+935.730154797,+1614.34319715,+1134.56274236,+1492.65408018,+1326.78789423,+1244.08222528,+697.256553937,+736.273385125,+1045.07045947,+1097.68605374,+863.226873537,+849.025012824,+846.732296378,+1759.42517716,+1137.67609908,+1985.46143811,+748.116375493,+2019.77967331,+2269.41700315,+2621.85109448,+1513.64670455,+2807.95611171,+666.537547358,+1270.11270531,+736.468680109,+1305.06437237,+846.410091624,+1549.79072664
2009-06-03 10:58:00 EDT,+1114.8384324,+1225.07656524,+935.729802039,+1614.34382243,+1134.56302351,+1492.65400105,+1326.78854232,+1244.08284423,+697.256517129,+736.273352924,+1045.07030006,+1097.68591087,+863.226830036,+849.024960728,+846.732113545,+1759.42509332,+1137.67603366,+1985.46067761,+748.116251193,+2019.78005329,+2269.41819088,+2621.85022563,+1513.64696676,+2807.95667751,+666.537835964,+1270.112632,+736.468590364,+1305.06412277,+846.410004757,+1549.79040353
2009-06-03 10:59:00 EDT,+1114.83887712,+1225.07634198,+935.729473333,+1614.3443126,+1134.56323716,+1492.65393848,+1326.78905202,+1244.0833311,+697.256487909,+736.273327812,+1045.0701518,+1097.68579417,+863.226795739,+849.024919276,+846.731943341,+1759.42502691,+1137.67598159,+1985.45996894,+748.116135544,+2019.78033613,+2269.41912572,+2621.8494162,+1513.64716368,+2807.95710255,+666.538062597,+1270.11257392,+736.468517095,+1305.06389048,+846.409933948,+1549.79010274
2009-06-03 11:00:00 EDT,+1114.83920196,+1225.07491905,+935.727363667,+1614.34466802,+1134.56338328,+1492.6512748,+1326.789424,+1244.08368659,+697.255188711,+736.272322471,+1045.06914469,+1097.68175514,+863.225359292,+866.322898096,+846.730884428,+1759.42219048,+1137.67367468,+1985.45540609,+755.301772997,+2019.7805215,+2269.41980905,+2621.84408338,+1513.64729484,+2807.95738634,+666.538227477,+1270.11016085,+736.465992303,+1305.06243672,+846.407450755,+1549.78818885
