# file...... market_clearing.csv
# date...... Thu May 11 18:42:24 2017
# user...... vagrant
# host...... (null)
# target.... auction 126
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,current_market.clearing_quantity,capacity_reference_bid_price,current_market.clearing_price,current_price_mean_24h,current_price_stdev_24h
2009-06-03 09:40:00 EDT,+50.7979702168,+0.058042,+0.058042,+0.0434886423611,+0.02
2009-06-03 09:41:00 EDT,+50.7979702168,+0.058042,+0.058042,+0.0434886423611,+0.02
2009-06-03 09:42:00 EDT,+50.7979702168,+0.058042,+0.058042,+0.0434886423611,+0.02
2009-06-03 09:43:00 EDT,+50.7979702168,+0.058042,+0.058042,+0.0434886423611,+0.02
2009-06-03 09:44:00 EDT,+50.7979702168,+0.058042,+0.058042,+0.0434886423611,+0.02
2009-06-03 09:45:00 EDT,+50.9397362362,+0.058586,+0.058042,+0.0435408715278,+0.02
2009-06-03 09:46:00 EDT,+50.9397362362,+0.058586,+0.058042,+0.0435408715278,+0.02
2009-06-03 09:47:00 EDT,+50.9397362362,+0.058586,+0.058042,+0.0435408715278,+0.02
2009-06-03 09:48:00 EDT,+50.9397362362,+0.058586,+0.058042,+0.0435408715278,+0.02
2009-06-03 09:49:00 EDT,+50.9397362362,+0.058586,+0.058042,+0.0435408715278,+0.02
2009-06-03 09:50:00 EDT,+51.0344590248,+0.057362,+0.058586,+0.0435949895833,+0.02
2009-06-03 09:51:00 EDT,+51.0344590248,+0.057362,+0.058586,+0.0435949895833,+0.02
2009-06-03 09:52:00 EDT,+51.0344590248,+0.057362,+0.058586,+0.0435949895833,+0.02
2009-06-03 09:53:00 EDT,+51.0344590248,+0.057362,+0.058586,+0.0435949895833,+0.02
2009-06-03 09:54:00 EDT,+51.0344590248,+0.057362,+0.058586,+0.0435949895833,+0.02
2009-06-03 09:55:00 EDT,+51.3735669599,+0.057362,+0.057362,+0.0436448576389,+0.02
2009-06-03 09:56:00 EDT,+51.3735669599,+0.057362,+0.057362,+0.0436448576389,+0.02
2009-06-03 09:57:00 EDT,+51.3735669599,+0.057362,+0.057362,+0.0436448576389,+0.02
2009-06-03 09:58:00 EDT,+51.3735669599,+0.057362,+0.057362,+0.0436448576389,+0.02
2009-06-03 09:59:00 EDT,+51.3735669599,+0.057362,+0.057362,+0.0436448576389,+0.02
2009-06-03 10:00:00 EDT,+51.4661521862,+0.059945,+0.057362,+0.0436947256944,+0.02
2009-06-03 10:01:00 EDT,+51.4661521862,+0.059945,+0.057362,+0.0436947256944,+0.02
2009-06-03 10:02:00 EDT,+51.4661521862,+0.059945,+0.057362,+0.0436947256944,+0.02
2009-06-03 10:03:00 EDT,+51.4661521862,+0.059945,+0.057362,+0.0436947256944,+0.02
2009-06-03 10:04:00 EDT,+51.4661521862,+0.059945,+0.057362,+0.0436947256944,+0.02
2009-06-03 10:05:00 EDT,+51.7218953137,+0.056546,+0.059945,+0.0437535625,+0.02
2009-06-03 10:06:00 EDT,+51.7218953137,+0.056546,+0.059945,+0.0437535625,+0.02
2009-06-03 10:07:00 EDT,+51.7218953137,+0.056546,+0.059945,+0.0437535625,+0.02
2009-06-03 10:08:00 EDT,+51.7218953137,+0.056546,+0.059945,+0.0437535625,+0.02
2009-06-03 10:09:00 EDT,+51.7218953137,+0.056546,+0.059945,+0.0437535625,+0.02
2009-06-03 10:10:00 EDT,+51.6611159312,+0.056546,+0.056546,+0.0438005972222,+0.02
2009-06-03 10:11:00 EDT,+51.6611159312,+0.056546,+0.056546,+0.0438005972222,+0.02
2009-06-03 10:12:00 EDT,+51.6611159312,+0.056546,+0.056546,+0.0438005972222,+0.02
2009-06-03 10:13:00 EDT,+51.6611159312,+0.056546,+0.056546,+0.0438005972222,+0.02
2009-06-03 10:14:00 EDT,+51.6611159312,+0.056546,+0.056546,+0.0438005972222,+0.02
2009-06-03 10:15:00 EDT,+51.9327540719,+0.055459,+0.056546,+0.0438476319444,+0.02
2009-06-03 10:16:00 EDT,+51.9327540719,+0.055459,+0.056546,+0.0438476319444,+0.02
2009-06-03 10:17:00 EDT,+51.9327540719,+0.055459,+0.056546,+0.0438476319444,+0.02
2009-06-03 10:18:00 EDT,+51.9327540719,+0.055459,+0.056546,+0.0438476319444,+0.02
2009-06-03 10:19:00 EDT,+51.9327540719,+0.055459,+0.056546,+0.0438476319444,+0.02
2009-06-03 10:20:00 EDT,+52.0575374076,+0.055459,+0.055459,+0.0438908923611,+0.02
2009-06-03 10:21:00 EDT,+52.0575374076,+0.055459,+0.055459,+0.0438908923611,+0.02
2009-06-03 10:22:00 EDT,+52.0575374076,+0.055459,+0.055459,+0.0438908923611,+0.02
2009-06-03 10:23:00 EDT,+52.0575374076,+0.055459,+0.055459,+0.0438908923611,+0.02
2009-06-03 10:24:00 EDT,+52.0575374076,+0.055459,+0.055459,+0.0438908923611,+0.02
2009-06-03 10:25:00 EDT,+52.2055420365,+0.056682,+0.055459,+0.0439341527778,+0.02
2009-06-03 10:26:00 EDT,+52.2055420365,+0.056682,+0.055459,+0.0439341527778,+0.02
2009-06-03 10:27:00 EDT,+52.2055420365,+0.056682,+0.055459,+0.0439341527778,+0.02
2009-06-03 10:28:00 EDT,+52.2055420365,+0.056682,+0.055459,+0.0439341527778,+0.02
2009-06-03 10:29:00 EDT,+52.2055420365,+0.056682,+0.055459,+0.0439341527778,+0.02
2009-06-03 10:30:00 EDT,+52.2855123452,+0.056682,+0.056682,+0.0439816597222,+0.02
2009-06-03 10:31:00 EDT,+52.2855123452,+0.056682,+0.056682,+0.0439816597222,+0.02
2009-06-03 10:32:00 EDT,+52.2855123452,+0.056682,+0.056682,+0.0439816597222,+0.02
2009-06-03 10:33:00 EDT,+52.2855123452,+0.056682,+0.056682,+0.0439816597222,+0.02
2009-06-03 10:34:00 EDT,+52.2855123452,+0.056682,+0.056682,+0.0439816597222,+0.02
2009-06-03 10:35:00 EDT,+52.2797353168,+0.05777,+0.056682,+0.0440291666667,+0.02
2009-06-03 10:36:00 EDT,+52.2797353168,+0.05777,+0.056682,+0.0440291666667,+0.02
2009-06-03 10:37:00 EDT,+52.2797353168,+0.05777,+0.056682,+0.0440291666667,+0.02
2009-06-03 10:38:00 EDT,+52.2797353168,+0.05777,+0.056682,+0.0440291666667,+0.02
2009-06-03 10:39:00 EDT,+52.2797353168,+0.05777,+0.056682,+0.0440291666667,+0.02
2009-06-03 10:40:00 EDT,+52.3937234287,+0.058722,+0.05777,+0.0440804513889,+0.02
2009-06-03 10:41:00 EDT,+52.3937234287,+0.058722,+0.05777,+0.0440804513889,+0.02
2009-06-03 10:42:00 EDT,+52.3937234287,+0.058722,+0.05777,+0.0440804513889,+0.02
2009-06-03 10:43:00 EDT,+52.3937234287,+0.058722,+0.05777,+0.0440804513889,+0.02
2009-06-03 10:44:00 EDT,+52.3937234287,+0.058722,+0.05777,+0.0440804513889,+0.02
2009-06-03 10:45:00 EDT,+52.5155530315,+0.062257,+0.058722,+0.0441350416667,+0.02
2009-06-03 10:46:00 EDT,+52.5155530315,+0.062257,+0.058722,+0.0441350416667,+0.02
2009-06-03 10:47:00 EDT,+52.5155530315,+0.062257,+0.058722,+0.0441350416667,+0.02
2009-06-03 10:48:00 EDT,+52.5155530315,+0.062257,+0.058722,+0.0441350416667,+0.02
2009-06-03 10:49:00 EDT,+52.5155530315,+0.062257,+0.058722,+0.0441350416667,+0.02
2009-06-03 10:50:00 EDT,+52.7503804649,+0.064296,+0.062257,+0.04420190625,+0.02
2009-06-03 10:51:00 EDT,+52.7503804649,+0.064296,+0.062257,+0.04420190625,+0.02
2009-06-03 10:52:00 EDT,+52.7503804649,+0.064296,+0.062257,+0.04420190625,+0.02
2009-06-03 10:53:00 EDT,+52.7503804649,+0.064296,+0.062257,+0.04420190625,+0.02
2009-06-03 10:54:00 EDT,+52.7503804649,+0.064296,+0.062257,+0.04420190625,+0.02
2009-06-03 10:55:00 EDT,+52.9362694173,+0.05913,+0.064296,+0.0442758506944,+0.02
2009-06-03 10:56:00 EDT,+52.9362694173,+0.05913,+0.064296,+0.0442758506944,+0.02
2009-06-03 10:57:00 EDT,+52.9362694173,+0.05913,+0.064296,+0.0442758506944,+0.02
2009-06-03 10:58:00 EDT,+52.9362694173,+0.05913,+0.064296,+0.0442758506944,+0.02
2009-06-03 10:59:00 EDT,+52.9362694173,+0.05913,+0.064296,+0.0442758506944,+0.02
