# file...... market_clearing.csv
# date...... Thu May 11 18:42:24 2017
# user...... vagrant
# host...... (null)
# target.... auction 126
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,current_market.clearing_quantity,capacity_reference_bid_price,current_market.clearing_price,current_price_mean_24h,current_price_stdev_24h
2009-06-03 09:00:00 EDT,+0,+0.05709,+0.043,+0.043,+0.02
2009-06-03 09:01:00 EDT,+0,+0.05709,+0.043,+0.043,+0.02
2009-06-03 09:02:00 EDT,+0,+0.05709,+0.043,+0.043,+0.02
2009-06-03 09:03:00 EDT,+0,+0.05709,+0.043,+0.043,+0.02
2009-06-03 09:04:00 EDT,+0,+0.05709,+0.043,+0.043,+0.02
2009-06-03 09:05:00 EDT,+49.7922630106,+0.057226,+0.05709,+0.0430489236111,+0.02
2009-06-03 09:06:00 EDT,+49.7922630106,+0.057226,+0.05709,+0.0430489236111,+0.02
2009-06-03 09:07:00 EDT,+49.7922630106,+0.057226,+0.05709,+0.0430489236111,+0.02
2009-06-03 09:08:00 EDT,+49.7922630106,+0.057226,+0.05709,+0.0430489236111,+0.02
2009-06-03 09:09:00 EDT,+49.7922630106,+0.057226,+0.05709,+0.0430489236111,+0.02
2009-06-03 09:10:00 EDT,+50.1055508209,+0.057498,+0.057226,+0.0430983194444,+0.02
2009-06-03 09:11:00 EDT,+50.1055508209,+0.057498,+0.057226,+0.0430983194444,+0.02
2009-06-03 09:12:00 EDT,+50.1055508209,+0.057498,+0.057226,+0.0430983194444,+0.02
2009-06-03 09:13:00 EDT,+50.1055508209,+0.057498,+0.057226,+0.0430983194444,+0.02
2009-06-03 09:14:00 EDT,+50.1055508209,+0.057498,+0.057226,+0.0430983194444,+0.02
2009-06-03 09:15:00 EDT,+50.3161739873,+0.068511,+0.057498,+0.0431486597222,+0.02
2009-06-03 09:16:00 EDT,+50.3161739873,+0.068511,+0.057498,+0.0431486597222,+0.02
2009-06-03 09:17:00 EDT,+50.3161739873,+0.068511,+0.057498,+0.0431486597222,+0.02
2009-06-03 09:18:00 EDT,+50.3161739873,+0.068511,+0.057498,+0.0431486597222,+0.02
2009-06-03 09:19:00 EDT,+50.3161739873,+0.068511,+0.057498,+0.0431486597222,+0.02
2009-06-03 09:20:00 EDT,+50.4491385929,+0.068511,+0.068511,+0.0432372395833,+0.02
2009-06-03 09:21:00 EDT,+50.4491385929,+0.068511,+0.068511,+0.0432372395833,+0.02
2009-06-03 09:22:00 EDT,+50.4491385929,+0.068511,+0.068511,+0.0432372395833,+0.02
2009-06-03 09:23:00 EDT,+50.4491385929,+0.068511,+0.068511,+0.0432372395833,+0.02
2009-06-03 09:24:00 EDT,+50.4491385929,+0.068511,+0.068511,+0.0432372395833,+0.02
2009-06-03 09:25:00 EDT,+50.6101935431,+0.059809,+0.068511,+0.0433258194444,+0.02
2009-06-03 09:26:00 EDT,+50.6101935431,+0.059809,+0.068511,+0.0433258194444,+0.02
2009-06-03 09:27:00 EDT,+50.6101935431,+0.059809,+0.068511,+0.0433258194444,+0.02
2009-06-03 09:28:00 EDT,+50.6101935431,+0.059809,+0.068511,+0.0433258194444,+0.02
2009-06-03 09:29:00 EDT,+50.6101935431,+0.059809,+0.068511,+0.0433258194444,+0.02
2009-06-03 09:30:00 EDT,+50.6038533984,+0.058042,+0.059809,+0.0433841840278,+0.02
2009-06-03 09:31:00 EDT,+50.6038533984,+0.058042,+0.059809,+0.0433841840278,+0.02
2009-06-03 09:32:00 EDT,+50.6038533984,+0.058042,+0.059809,+0.0433841840278,+0.02
2009-06-03 09:33:00 EDT,+50.6038533984,+0.058042,+0.059809,+0.0433841840278,+0.02
2009-06-03 09:34:00 EDT,+50.6038533984,+0.058042,+0.059809,+0.0433841840278,+0.02
2009-06-03 09:35:00 EDT,+50.7708922275,+0.058042,+0.058042,+0.0434364131944,+0.02
2009-06-03 09:36:00 EDT,+50.7708922275,+0.058042,+0.058042,+0.0434364131944,+0.02
2009-06-03 09:37:00 EDT,+50.7708922275,+0.058042,+0.058042,+0.0434364131944,+0.02
2009-06-03 09:38:00 EDT,+50.7708922275,+0.058042,+0.058042,+0.0434364131944,+0.02
2009-06-03 09:39:00 EDT,+50.7708922275,+0.058042,+0.058042,+0.0434364131944,+0.02
