# file...... internal_air_temperature.csv
# date...... Thu May 11 18:42:22 2017
# user...... vagrant
# host...... (null)
# group..... class=house
# property.. air_temperature
# limit..... 0
# interval.. 60
# timestamp,F1_house_B0,F1_house_C1,F1_house_C2,F1_house_B3,F1_house_B4,F1_house_A5,F1_house_B6,F1_house_B7,F1_house_A8,F1_house_A9,F1_house_C10,F1_house_A11,F1_house_A12,F1_house_A13,F1_house_C14,F1_house_A15,F1_house_A16,F1_house_C17,F1_house_C18,F1_house_B19,F1_house_B20,F1_house_C21,F1_house_B22,F1_house_B23,F1_house_B24,F1_house_A25,F1_house_A26,F1_house_C27,F1_house_A28,F1_house_C29
2009-06-03 09:10:00 EDT,+68.1912947167,+71.3875143586,+68.1228476711,+68.5692121288,+69.406729135,+68.5035384754,+69.7333189475,+69.2141831408,+69.3890809293,+67.3465357056,+69.8779459267,+70.1038714754,+70.337114445,+70.3461392858,+68.9781831377,+69.0503954036,+67.787466622,+71.224308769,+69.8634238118,+68.9508793053,+70.5346878928,+71.0762992903,+68.5502171285,+70.8825844348,+70.2044756762,+69.9894261062,+67.5820738715,+68.2596478258,+71.0685881987,+68.0250470993
2009-06-03 09:11:00 EDT,+68.1769094669,+71.3710915521,+68.115361828,+68.5479746759,+69.384928811,+68.500578634,+69.7142672581,+69.1975918655,+69.3483470755,+67.3205518269,+69.8449167044,+70.0909840659,+70.3201770705,+70.3288404227,+68.951611369,+69.0272912505,+67.7758548226,+71.1965615752,+69.8332052086,+68.9305819374,+70.5114523631,+71.0524631128,+68.5102654138,+70.8476938602,+70.1833405723,+69.9681109884,+67.5617899738,+68.2440239485,+71.0389794934,+68.0050541499
2009-06-03 09:12:00 EDT,+68.1646020764,+71.3570612785,+68.1092740738,+68.529081991,+69.3659458401,+68.4986938861,+69.697533865,+69.1831115943,+69.3117243642,+67.2979050612,+69.8159552712,+70.0800551118,+70.3051005135,+70.3137689354,+68.9279997731,+69.0066706755,+67.7660098279,+71.1717375261,+69.8066635189,+68.9127117699,+70.4910527007,+71.0313381376,+68.4743908847,+70.8168054075,+70.1645028041,+69.9497907084,+67.5440757353,+68.2303110264,+71.0128756006,+67.9875249329
2009-06-03 09:13:00 EDT,+68.1538661473,+71.344950592,+68.10423875,+68.5121762042,+69.3492681614,+68.4976643203,+69.682679058,+69.1703375667,+69.2782895309,+67.2778370673,+69.7901238277,+70.0706534012,+70.2914751634,+70.3004400317,+68.9067606949,+68.9881662562,+67.7575895083,+71.1493736291,+69.7829304173,+68.8968839299,+70.473065467,+71.0125144574,+68.4419997659,+70.789333133,+70.1474350405,+69.9338370379,+67.5284253185,+68.2181487031,+70.9896199397,+67.9719711991
2009-06-03 09:14:00 EDT,+68.1443195954,+71.3343802487,+68.099995937,+68.4969542498,+69.3344770454,+68.4973148579,+69.6693469891,+69.158942954,+69.2473302599,+67.259763211,+69.7667028339,+70.0624429163,+70.2789823241,+70.2884749968,+68.8874240572,+68.9714650912,+67.750318114,+71.1290805839,+69.7613446393,+68.8827747374,+70.4571305429,+70.9956443018,+68.4127339629,+70.7647770816,+70.1317321435,+69.919754023,+67.5144328782,+68.2072449153,+70.968679467,+67.9580021627
2009-06-03 09:15:00 EDT,+68.1356741309,+71.3250461412,+68.0963501861,+68.4831594734,+69.3212300829,+68.4975061134,+69.6572496775,+69.1486638535,+69.218296975,+67.2432327725,+69.7451402072,+70.0551618178,+70.2673740341,+70.2775779815,+68.8696138333,+68.9563007096,+67.7439733955,+71.1105310526,+69.7414026008,+68.870111976,+70.44294166,+70.9804326179,+68.3865531028,+70.7427106673,+70.1170828514,+69.9071501328,+67.5017727948,+68.1973629489,+70.9496214312,+67.9460834669
2009-06-03 09:16:00 EDT,+68.1277122308,+71.3167044127,+68.0931545278,+68.4705745238,+69.3092472737,+68.4981271181,+69.6461540651,+69.1392871729,+69.1907656475,+67.2278982691,+69.725012345,+70.0486060693,+70.2564573655,+70.2675178696,+68.8530292286,+68.9424461815,+67.7383762233,+71.0934497968,+69.7227207937,+68.8586667095,+70.4302383478,+70.9666290786,+68.3624664179,+70.7227699062,+70.1032480242,+69.8957162719,+67.4901838147,+68.1883109496,+70.9320945027,+67.9353749616
2009-06-03 09:17:00 EDT,+68.1202697661,+71.3091595197,+68.0902984458,+68.4590153344,+69.2982996514,+68.4990895264,+69.6358715409,+69.130640847,+69.1644091044,+67.2134918054,+69.7059903285,+70.0426166764,+70.2460822084,+70.2581141131,+68.8374296268,+68.9297082499,+67.7333822223,+71.0776053848,+69.7050071499,+68.8482464011,+70.4187990855,+70.9540213028,+68.3401703115,+70.704644229,+70.09004393,+69.8852084239,+67.4794563269,+68.1799334205,+70.9158134536,+67.9253477816
2009-06-03 09:18:00 EDT,+68.1132228925,+71.3022546594,+68.087698835,+68.4483260258,+69.2881999817,+68.5003230046,+69.6262494634,+69.1225859379,+69.1389748934,+67.1998068417,+69.6878167948,+70.0370697434,+70.2361317661,+70.2492256672,+68.8226225486,+68.9179223345,+67.7288750281,+71.0628032192,+69.6880392344,+68.8386891257,+70.4084354771,+70.9424291028,+68.3194056167,+70.6880686423,+70.0773294049,+69.8754339477,+67.4694221537,+68.1721043321,+70.9005467195,+67.9158693423
2009-06-03 09:19:00 EDT,+68.1064781609,+71.2958640945,+68.0852932021,+68.4383745889,+69.2787951554,+68.5017715583,+69.6171643005,+69.1150102569,+69.1142682065,+67.1866841382,+69.6703152336,+70.0318687246,+70.2265151614,+70.240742346,+68.8084540197,+68.9069482758,+67.7247608526,+71.0488796736,+69.6716476387,+68.8298587025,+70.3989872984,+70.9316996047,+68.2999510929,+70.6728170402,+70.0649959883,+69.8662407607,+67.45994636,+68.164721537,+70.8861063032,+67.9068335193
2009-06-03 09:20:00 EDT,+68.099965055,+71.2898869984,+68.0830345526,+68.4290492293,+69.269959969,+68.5033906095,+69.6085160769,+69.1078232138,+69.0901387064,+67.1740009201,+69.6533380999,+70.0269383863,+70.2171616827,+70.2325780699,+68.794800866,+68.8966667115,+67.7209641038,+71.0356971626,+69.6557033351,+68.8216406023,+70.3903182841,+70.9217031074,+68.2816178758,+70.6586964972,+70.0529603447,+69.8575087985,+67.4509206819,+68.1577022441,+70.8723395765,+67.8981553666
2009-06-03 09:21:00 EDT,+68.0936303612,+71.2842425193,+68.0808875463,+68.4202552719,+69.2615920378,+68.5051446691,+69.6002238812,+69.1009516585,+69.0664703637,+67.1616625234,+69.6367721691,+70.0222201025,+70.2080163081,+70.224665591,+68.7815645512,+68.8869759905,+67.7174238551,+71.0231399975,+69.6401080466,+68.813938504,+70.3823125451,+70.9123295699,+68.2642447381,+70.6455423989,+70.0411584408,+69.8491432735,+67.4422582545,+68.15097935,+70.8591226253,+67.8897668883
2009-06-03 09:22:00 EDT,+68.0874339209,+71.2788658233,+68.0788256066,+68.4119125387,+69.2536076371,+68.5070054841,+69.5922222302,+69.0943365228,+69.043173616,+67.1495959562,+69.6205305487,+70.0176681878,+70.1990362227,+70.2169523722,+68.7686662462,+68.8781264885,+67.7140910001,+71.0111109002,+69.6247869134,+68.8066714005,+70.3748715213,+70.9034856312,+68.2476940452,+70.6332142872,+70.0295410725,+69.8410693528,+67.4338893813,+68.1444984658,+70.8463548473,+67.8816136549
2009-06-03 09:23:00 EDT,+68.0813454251,+71.2737049203,+68.0768287464,+68.4039531291,+69.2459383008,+68.5089505623,+69.5844581255,+69.087930109,+69.0201793198,+67.1377449333,+69.6045465492,+70.0132470412,+70.1901881091,+70.2093973683,+68.7560428863,+68.8699095224,+67.7109259592,+70.9995280735,+69.6096829081,+68.7997711631,+70.3679113907,+70.8950920816,+68.2318483015,+70.6215923152,+70.0180704288,+69.8332279562,+67.4257581406,+68.1382155074,+70.8339545651,+67.873652095
2009-06-03 09:24:00 EDT,+68.0753419967,+71.2687181193,+68.0748819339,+68.3963195392,+69.2385280404,+68.5109619979,+69.5768886731,+69.081693901,+68.9974340839,+67.1260660493,+69.588768982,+70.0089289195,+70.1814460392,+70.2019685112,+68.7436440168,+68.8619983023,+67.7078968312,+70.9883227363,+69.5947525832,+68.7931804941,+70.3613608649,+70.8870817174,+68.2166072034,+70.6105742225,+70.0067174511,+69.8255724396,+67.4178196623,+68.1320947427,+70.8218554657,+67.8658473274
2009-06-03 09:25:00 EDT,+68.0694063657,+71.2638719883,+68.0729738629,+68.3889630701,+69.2313310706,+68.5130255368,+69.5694791554,+69.0755967958,+68.9748966697,+67.1145258285,+69.5731585512,+70.0046922027,+70.1727898342,+70.1946407456,+68.7314292695,+68.8543485407,+67.7049779035,+70.9774370522,+69.5799628326,+68.7868512048,+70.3551593154,+70.8793975213,+68.2018851231,+70.6000727542,+69.9954598054,+69.8180659767,+67.410037943,+68.1261072085,+70.8100037096,+67.8581714269
2009-06-03 09:26:00 EDT,+68.0635254925,+71.2591397177,+68.0710960293,+68.3818424792,+69.2243099495,+68.5151298316,+69.5622014723,+69.0696136766,+68.9525352139,+67.1030984495,+69.5576850854,+70.0005200424,+70.1642037881,+70.1873944946,+68.7193663447,+68.8469225207,+67.7021484513,+70.9668223873,+69.5652884253,+68.7807427672,+70.3492551792,+70.8719911179,+68.18760896,+70.5900134588,+69.9842803238,+69.8106794914,+67.4023840938,+68.1202294277,+70.7983555836,+67.8506020347
2009-06-03 09:27:00 EDT,+68.05768953,+71.2544998081,+68.0692420355,+68.3749228383,+69.217434058,+68.5172658496,+69.5550328787,+69.0637242602,+68.9303250864,+67.0917639924,+69.5423254144,+69.9963993081,+70.1556756753,+70.1802144609,+68.7074293969,+68.8396881212,+67.6993917701,+70.9564378454,+69.5507101273,+68.7748210955,+70.3436046034,+70.8648214637,+68.1737163082,+70.5803328091,+69.973165807,+69.8033900262,+67.3948349334,+68.1144423696,+70.7868755954,+67.843121248
2009-06-03 09:28:00 EDT,+68.0518910389,+71.2499350187,+68.0674070682,+68.3681745667,+69.2106783562,+68.5194264005,+69.5479549632,+69.0579121659,+68.9082472371,+67.0805070866,+69.5270617393,+69.9923197665,+70.1471959775,+70.1730886902,+68.6955977431,+68.832617986,+67.6966943954,+70.9462490363,+69.5362132716,+68.7690575224,+70.338170292,+70.8578537358,+68.1601538904,+70.5709765994,+69.9621061052,+69.7961794538,+67.3873718598,+68.1087306072,+70.7755349272,+67.8357147301
2009-06-03 09:29:00 EDT,+68.0461243974,+71.2454315228,+68.0655875053,+68.3615726121,+69.2040223662,+68.521605761,+69.5409528216,+69.0521641648,+68.8862869206,+67.0693158688,+69.5118803824,+69.9882734422,+70.1387572835,+70.1660078399,+68.6838548299,+68.8256888173,+67.6940454742,+70.9362270406,+69.5217866691,+68.7634279373,+70.3329205257,+70.8510583888,+68.1468762223,+70.5618985771,+69.9510934111,+69.7890334602,+67.3799799453,+68.1030816342,+70.7643101794,+67.8283709984
2009-06-03 09:30:00 EDT,+68.0403853546,+71.2409782322,+68.0637806205,+68.3550957575,+69.197449341,+68.5237993759,+69.534014388,+69.0464695722,+68.8644327133,+67.0581811794,+69.496770828,+69.9842541189,+70.130353821,+70.1589646075,+68.6721874071,+68.8188807731,+67.6914362585,+70.9263475383,+69.5074217789,+68.7579120617,+70.3278283277,+70.8444103549,+68.1338444719,+70.5530592757,+69.9401217172,+69.7819407415,+67.3726472101,+68.0974853116,+70.7531823513,+67.8210808549
2009-06-03 09:31:00 EDT,+68.0346706942,+71.236566254,+68.061984361,+68.3487260332,+69.1909455843,+68.5260036194,+69.5271298933,+69.0408197582,+68.8426757537,+67.0470959435,+69.4817249865,+69.9802569512,+70.1219810928,+70.151953284,+68.6605848672,+68.8121769545,+67.6888596965,+70.9165900774,+69.4931120773,+68.7524928401,+70.3228707546,+70.8378883649,+68.121025486,+70.5444250191,+69.9291863986,+69.7748923704,+67.3653640393,+68.0919334187,+70.7421360136,+67.8138369297
2009-06-03 09:32:00 EDT,+68.0289779801,+71.232188456,+68.0601971804,+68.34244822,+69.1844998943,+68.5282156063,+69.5202914272,+69.0352077519,+68.8210091572,+67.036054693,+69.4667366299,+69.9762781619,+70.1136355942,+70.1449694057,+68.649038716,+68.8055629692,+67.6863101038,+70.9069374576,+69.4788525765,+68.7471559274,+70.3180282935,+70.8314743727,+68.1083909587,+70.5359670714,+69.9182838928,+69.7678812958,+67.3581227158,+68.08641929,+70.731158636,+67.8066333168
2009-06-03 09:33:00 EDT,+68.0233053655,+71.2278391178,+68.0584179132,+68.336249428,+69.1781031092,+68.5304330406,+69.5134925839,+69.0296279222,+68.7994275649,+67.0250531987,+69.4518009582,+69.9723148064,+70.1053145922,+70.1380094813,+68.6375421503,+68.7990265589,+67.6837828979,+70.8973752132,+69.4646394584,+68.7418892581,+70.3132843485,+70.8251530665,+68.0959167224,+70.5276609124,+69.9074114532,+69.7609019476,+67.350917045,+68.0809375201,+70.7202400421,+67.799465281
2009-06-03 09:34:00 EDT,+68.0176514478,+71.2235136509,+68.0566456805,+68.3301187396,+69.1717477353,+68.5326540955,+69.5067281746,+69.0240757194,+68.7779267942,+67.0140881867,+69.4369142673,+69.9683645885,+70.0970159546,+70.1310707793,+68.6260897191,+68.7925572836,+67.6812743846,+70.8878911773,+69.4504697954,+68.7366826836,+70.3086248051,+70.8189114542,+68.0835821419,+70.5194856184,+69.8965669605,+69.7539499247,+67.3437420535,+68.075483725,+70.7093719664,+67.7923290248
2009-06-03 09:35:00 EDT,+68.0120151596,+71.2192083747,+68.0548798185,+68.3240469075,+69.1654276431,+68.5348773177,+69.499993996,+69.0185474674,+68.7565035711,+67.0031571192,+69.4220736941,+69.9644257176,+70.0887380164,+70.1241511617,+68.6146770534,+68.7861462507,+67.6787815856,+70.8784751167,+69.4363413388,+68.7315276676,+70.3040376586,+70.8127385121,+68.0713695974,+70.511423335,+69.885748777,+69.7470217493,+67.3365937482,+68.0700543487,+70.6985476947,+67.7852215011
2009-06-03 09:36:00 EDT,+68.0063956866,+71.2149203364,+68.0531198254,+68.3180260991,+69.1591378185,+68.5371015513,+69.493286642,+69.0130401952,+68.7351553219,+66.9922580262,+69.4072770205,+69.960496797,+70.0804794763,+70.1172489542,+68.6033006497,+68.7797858863,+67.6763020995,+70.8691184233,+69.4222523561,+68.72641703,+70.299512699,+70.8066248863,+68.0592640433,+70.5034588261,+69.8749556351,+69.7401146723,+67.3294689223,+68.064646506,+70.6877617721,+67.7781402632
2009-06-03 09:37:00 EDT,+68.0007924054,+71.2106471672,+68.0513653212,+68.3120496796,+69.1528741594,+68.5393258773,+69.4866033517,+69.0075515014,+68.7138800137,+66.9813160661,+69.3925225236,+69.9565767369,+70.0722393158,+70.1103628446,+68.5919576965,+68.7734697391,+67.6738339898,+70.8598138558,+69.4082015087,+68.7213447306,+70.2950412424,+70.8005626395,+68.0472526311,+70.4955790901,+69.8641865517,+69.7332265198,+67.3223649997,+68.0592578556,+70.6770097665,+67.7710833452
2009-06-03 09:38:00 EDT,+67.9952048367,+71.206386966,+68.0496160176,+68.3061120289,+69.1466333098,+68.5415495649,+69.4799418865,+69.0020794443,+68.6926760311,+66.9703473589,+69.3778088601,+69.9526646866,+70.0640167367,+70.1034918038,+68.5806459363,+68.7671923135,+67.6713756951,+70.8505553223,+69.3941877573,+68.7163056885,+70.2906159029,+70.7945450363,+68.0353243885,+70.4877730315,+69.853440762,+69.7263555721,+67.3152799105,+68.0538864968,+70.6662880756,+67.7640491658
2009-06-03 09:39:00 EDT,+67.9896326098,+71.2021382071,+68.047871695,+68.3002083858,+69.1404125235,+68.5437720337,+69.4733004303,+68.9966224536,+68.6715420804,+66.9594313525,+69.3631349787,+69.9487599819,+70.0558111119,+70.0966350236,+68.5693635544,+68.7609489287,+67.6689259559,+70.841337697,+69.3802102913,+68.7112956293,+70.2862303983,+70.7885663612,+68.0234699442,+70.4800311818,+69.8427176692,+69.7195004678,+67.3082119912,+68.0485308861,+70.6555937711,+67.7570364519
2009-06-03 09:40:00 EDT,+67.9840754362,+71.197899666,+68.0461321857,+68.2943347168,+69.134209553,+68.5459928226,+69.4666775089,+68.9911792587,+68.6504771168,+66.9485617382,+69.3485000512,+69.9448621036,+70.0476219476,+70.0897918686,+68.5581090904,+68.7547355967,+67.6664837562,+70.8321566668,+69.3662684736,+68.7063109567,+70.2818793855,+70.7826217638,+68.0116812936,+70.4723454601,+69.8320168054,+69.7126601289,+67.3011599036,+68.0431897698,+70.6449244718,+67.7500441765
2009-06-03 09:41:00 EDT,+67.9785330892,+71.1936703592,+68.0443973608,+68.2884876046,+69.1280225588,+68.5482115656,+69.4600719251,+68.9857488312,+68.6294802873,+66.9377336392,+69.3339034216,+69.9409706458,+70.0394488537,+70.0829618382,+68.5468813676,+68.7485489204,+67.664779468,+70.8230086015,+69.3523617997,+68.7013486452,+70.2775583196,+70.7767071278,+67.9999515994,+70.4647089699,+69.8213378019,+69.7058337007,+67.2941225715,+68.0378621286,+70.6342782408,+67.7430715103
2009-06-03 09:42:00 EDT,+67.9730053889,+71.189449497,+68.0426671209,+68.2826641534,+69.1218500349,+68.5504279724,+69.4534827054,+68.9803303379,+68.6085508871,+66.9269432821,+69.3193445655,+69.9370852909,+70.0312915208,+70.0761445372,+68.5356794359,+68.7423860053,+67.6632516751,+70.8138904456,+69.3384898662,+68.6964061488,+70.2732633348,+70.7708189593,+67.98827502,+70.457115825,+69.8106803661,+69.6990205047,+67.2870991279,+68.0325471334,+70.6236535016,+67.7361177818
2009-06-03 09:43:00 EDT,+67.9674921907,+71.1852364446,+68.0422957979,+68.2768619095,+69.1156907481,+68.5526418131,+69.4469090578,+68.9749231038,+68.5876883261,+66.9161877448,+69.3048230596,+69.93320579,+70.0231497022,+70.0693396528,+68.5245025265,+68.7362443853,+67.6615907309,+70.8047996265,+69.3246523463,+68.6914813251,+70.2689911427,+70.7649542932,+67.9766465643,+70.4495610015,+69.800044264,+69.6922200021,+67.2800888746,+68.0272441092,+70.6130489707,+67.7291824457
2009-06-03 09:44:00 EDT,+67.9619933767,+71.181030692,+68.0420804368,+68.2710787934,+69.1095436879,+68.5548529056,+69.440350337,+68.9695265812,+68.5668921023,+66.9054647609,+69.2903385584,+69.9293319474,+70.0150232003,+70.0625469366,+68.5133500159,+68.730121959,+67.6598230602,+70.7957339776,+69.3108489719,+68.6865723709,+70.2647389461,+70.7591106124,+67.9650619669,+70.4420402111,+69.7894293065,+69.6854317637,+67.273091248,+68.0219525062,+70.6024636021,+67.7222650583
2009-06-03 09:45:00 EDT,+67.956508849,+71.1768318287,+68.0416048386,+68.2653130425,+69.1034080265,+68.5570611063,+69.4338060163,+68.9641403251,+68.5461617824,+66.8947725699,+69.2758907759,+69.9254636096,+70.0069118553,+70.0557661902,+68.5022213967,+68.7240169355,+67.65796996,+70.786691674,+69.2970795197,+68.6816777684,+70.2605043655,+70.7532857801,+67.9535175821,+70.4345497932,+69.7788353391,+69.6786554472,+67.2661057932,+68.0166718757,+70.5918965428,+67.7153652566
2009-06-03 09:46:00 EDT,+67.9510385251,+71.1726395242,+68.0409343368,+68.2595631625,+69.0979973259,+68.5592663017,+69.4272756652,+68.958763974,+68.525496986,+66.8841098013,+69.2614794719,+69.9216006555,+69.9988155371,+70.0489972547,+68.4911162544,+68.7179277884,+67.6560485944,+70.7776711779,+69.2833438004,+68.6767962399,+70.2562853765,+70.7477128656,+67.9420102932,+70.4270866225,+69.7682622339,+69.6718907789,+67.259132142,+68.0114018509,+70.5818777598,+67.7084827425
2009-06-03 09:47:00 EDT,+67.9455823337,+71.1684535124,+68.0401180568,+68.2538278863,+69.0926518568,+68.5614684026,+69.420758931,+68.9533972333,+68.5048973736,+66.8734753852,+69.2471044417,+69.917742989,+69.9907341385,+70.0422400018,+68.4800342485,+68.7118532166,+67.6540727964,+70.7686711929,+69.2696416506,+68.6719267096,+70.252080257,+70.7422640978,+67.930537435,+70.4196480311,+69.7577098835,+69.6651375392,+67.2521699959,+68.0061421318,+70.5719560433,+67.7016172699
2009-06-03 09:48:00 EDT,+67.9401402126,+71.1645270429,+68.0391929363,+68.2481061396,+69.0872022715,+68.5636673393,+69.4142555238,+68.9480398625,+68.4843626373,+66.8628684836,+69.2327655072,+69.9138905342,+69.9826675704,+70.0354943273,+68.4689750984,+68.7057921108,+67.6520537145,+70.7596906255,+69.2559729269,+68.6670682712,+70.2478875418,+70.7367894328,+67.9190967276,+70.4122317407,+69.7471781961,+69.6584889231,+67.2452191125,+68.0008924722,+70.56195935,+67.6947686344
2009-06-03 09:49:00 EDT,+67.9347121059,+71.1608888536,+68.0381867487,+68.2423970106,+69.0816689077,+68.5658630572,+69.4077652049,+68.942691665,+68.4638924941,+66.852288437,+69.2184625115,+69.9100432304,+69.9746157576,+70.0287601454,+68.4579385709,+68.6997435251,+67.6500003332,+70.7507285531,+69.2423375009,+68.6622201614,+70.243705984,+70.7312938213,+67.9076862204,+70.4048358058,+69.7366670922,+69.65301946,+67.2382792944,+67.9960562232,+70.551904492,+67.6879366647
2009-06-03 09:50:00 EDT,+67.9292979627,+71.1571705986,+68.0371203759,+68.2370274414,+69.0760683942,+68.568055514,+69.4012877766,+68.9373524795,+68.44348668,+66.841734724,+69.2041953136,+69.9062010288,+69.9665786358,+70.0220373853,+68.4469244709,+68.6937066527,+67.647919893,+70.7417841966,+69.2287352559,+68.6573817368,+70.2395345227,+70.7257814623,+67.8963042436,+70.397831795,+69.7261765013,+69.6473385584,+67.2313503799,+67.9926635284,+70.5418051145,+67.6811212161
2009-06-03 09:51:00 EDT,+67.9238977361,+71.1533891436,+68.0360095183,+68.231657909,+69.0704143273,+68.5702446771,+69.3948230746,+68.9320221732,+68.4231449459,+66.8312069293,+69.1899637846,+69.9023638902,+69.9585561491,+70.0153259874,+68.4359326336,+68.6876808053,+67.6458182288,+70.7328568974,+69.2151660839,+68.6525524552,+70.2353722552,+70.7202559171,+67.8849493672,+70.3911258215,+69.7161956522,+69.6414928891,+67.2244322366,+67.9890220529,+70.5316722914,+67.6743221656
