# file...... desired_cooling_setpoint.csv
# date...... Thu May 11 18:42:22 2017
# user...... vagrant
# host...... (null)
# group..... class=controller
# property.. base_setpoint
# limit..... 0
# interval.. 60
# timestamp,F1_C30_0,F1_C30_1,F1_C30_2,F1_C30_3,F1_C30_4,F1_C30_5,F1_C30_6,F1_C30_7,F1_C30_8,F1_C30_9,F1_C30_10,F1_C30_11,F1_C30_12,F1_C30_13,F1_C30_14,F1_C30_15,F1_C30_16,F1_C30_17,F1_C30_18,F1_C30_19,F1_C30_20,F1_C30_21,F1_C30_22,F1_C30_23,F1_C30_24,F1_C30_25,F1_C30_26,F1_C30_27,F1_C30_28,F1_C30_29
2009-06-03 10:18:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:19:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:20:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:21:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:22:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:23:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:24:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:25:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:26:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:27:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:28:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:29:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:30:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:31:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:32:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:33:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:34:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:35:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:36:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:37:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:38:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:39:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:40:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:41:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:42:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:43:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:44:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:45:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:46:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:47:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:48:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:49:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:50:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:51:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:52:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:53:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:54:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:55:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:56:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:57:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:58:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 10:59:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
2009-06-03 11:00:00 EDT,+78.402,+79.004,+82.71,+76.176,+74.41,+79.222,+78.94,+78.998,+82.141,+77.667,+76.818,+79.652,+78.272,+79.307,+78.226,+76.805,+81.484,+79.272,+79.182,+82.396,+74.476,+76.64,+84.273,+77.59,+80.248,+84.23,+81.566,+76.968,+76.894,+80.904
