# bid_curve.csv
# Thu May 11 18:42:22 2017
# market
# market_id,timestamp,sort_index,bidder_name,bid_quantity,bid_price
# supply curve at 2009-06-03 09:05:00 EDT: 120.000000 total and 0.000000 unresponsive
1,2009-06-03 09:05:00 EDT,   0,market,120.000,0.057090
# demand curve at 2009-06-03 09:05:00 EDT: 49.792263 total and 49.792263 unresponsive
1,2009-06-03 09:05:00 EDT,   0,F1_Transformer1,-49.792,3.780000
# marginal quantity of 49.792263 kW (0.414936 %)
# curve cleared 49.792263 at $0.057090 with marginal_seller type
# supply curve at 2009-06-03 09:10:00 EDT: 120.000000 total and 0.000000 unresponsive
2,2009-06-03 09:10:00 EDT,   0,market,120.000,0.057226
# demand curve at 2009-06-03 09:10:00 EDT: 50.105551 total and 50.105551 unresponsive
2,2009-06-03 09:10:00 EDT,   0,F1_Transformer1,-50.106,3.780000
# marginal quantity of 50.105551 kW (0.417546 %)
# curve cleared 50.105551 at $0.057226 with marginal_seller type
# supply curve at 2009-06-03 09:15:00 EDT: 120.000000 total and 0.000000 unresponsive
3,2009-06-03 09:15:00 EDT,   0,market,120.000,0.057498
# demand curve at 2009-06-03 09:15:00 EDT: 50.316174 total and 50.316174 unresponsive
3,2009-06-03 09:15:00 EDT,   0,F1_Transformer1,-50.316,3.780000
# marginal quantity of 50.316174 kW (0.419301 %)
# curve cleared 50.316174 at $0.057498 with marginal_seller type
# supply curve at 2009-06-03 09:20:00 EDT: 120.000000 total and 0.000000 unresponsive
4,2009-06-03 09:20:00 EDT,   0,market,120.000,0.068511
# demand curve at 2009-06-03 09:20:00 EDT: 50.449139 total and 50.449139 unresponsive
4,2009-06-03 09:20:00 EDT,   0,F1_Transformer1,-50.449,3.780000
# marginal quantity of 50.449139 kW (0.420409 %)
# curve cleared 50.449139 at $0.068511 with marginal_seller type
# supply curve at 2009-06-03 09:25:00 EDT: 120.000000 total and 0.000000 unresponsive
5,2009-06-03 09:25:00 EDT,   0,market,120.000,0.068511
# demand curve at 2009-06-03 09:25:00 EDT: 50.610194 total and 50.610194 unresponsive
5,2009-06-03 09:25:00 EDT,   0,F1_Transformer1,-50.610,3.780000
# marginal quantity of 50.610194 kW (0.421752 %)
# curve cleared 50.610194 at $0.068511 with marginal_seller type
# supply curve at 2009-06-03 09:30:00 EDT: 120.000000 total and 0.000000 unresponsive
6,2009-06-03 09:30:00 EDT,   0,market,120.000,0.059809
# demand curve at 2009-06-03 09:30:00 EDT: 50.603853 total and 50.603853 unresponsive
6,2009-06-03 09:30:00 EDT,   0,F1_Transformer1,-50.604,3.780000
# marginal quantity of 50.603853 kW (0.421699 %)
# curve cleared 50.603853 at $0.059809 with marginal_seller type
# supply curve at 2009-06-03 09:35:00 EDT: 120.000000 total and 0.000000 unresponsive
7,2009-06-03 09:35:00 EDT,   0,market,120.000,0.058042
# demand curve at 2009-06-03 09:35:00 EDT: 50.770892 total and 50.770892 unresponsive
7,2009-06-03 09:35:00 EDT,   0,F1_Transformer1,-50.771,3.780000
# marginal quantity of 50.770892 kW (0.423091 %)
# curve cleared 50.770892 at $0.058042 with marginal_seller type
# supply curve at 2009-06-03 09:40:00 EDT: 120.000000 total and 0.000000 unresponsive
8,2009-06-03 09:40:00 EDT,   0,market,120.000,0.058042
# demand curve at 2009-06-03 09:40:00 EDT: 50.797970 total and 50.797970 unresponsive
8,2009-06-03 09:40:00 EDT,   0,F1_Transformer1,-50.798,3.780000
# marginal quantity of 50.797970 kW (0.423316 %)
# curve cleared 50.797970 at $0.058042 with marginal_seller type
# supply curve at 2009-06-03 09:45:00 EDT: 120.000000 total and 0.000000 unresponsive
9,2009-06-03 09:45:00 EDT,   0,market,120.000,0.058042
# demand curve at 2009-06-03 09:45:00 EDT: 50.939736 total and 50.939736 unresponsive
9,2009-06-03 09:45:00 EDT,   0,F1_Transformer1,-50.940,3.780000
# marginal quantity of 50.939736 kW (0.424498 %)
# curve cleared 50.939736 at $0.058042 with marginal_seller type
# supply curve at 2009-06-03 09:50:00 EDT: 120.000000 total and 0.000000 unresponsive
10,2009-06-03 09:50:00 EDT,   0,market,120.000,0.058586
# demand curve at 2009-06-03 09:50:00 EDT: 51.034459 total and 51.034459 unresponsive
10,2009-06-03 09:50:00 EDT,   0,F1_Transformer1,-51.034,3.780000
# marginal quantity of 51.034459 kW (0.425287 %)
# curve cleared 51.034459 at $0.058586 with marginal_seller type
# supply curve at 2009-06-03 09:55:00 EDT: 120.000000 total and 0.000000 unresponsive
11,2009-06-03 09:55:00 EDT,   0,market,120.000,0.057362
# demand curve at 2009-06-03 09:55:00 EDT: 51.373567 total and 51.373567 unresponsive
11,2009-06-03 09:55:00 EDT,   0,F1_Transformer1,-51.374,3.780000
# marginal quantity of 51.373567 kW (0.428113 %)
# curve cleared 51.373567 at $0.057362 with marginal_seller type
# supply curve at 2009-06-03 10:00:00 EDT: 120.000000 total and 0.000000 unresponsive
12,2009-06-03 10:00:00 EDT,   0,market,120.000,0.057362
# demand curve at 2009-06-03 10:00:00 EDT: 51.466152 total and 51.466152 unresponsive
12,2009-06-03 10:00:00 EDT,   0,F1_Transformer1,-51.466,3.780000
# marginal quantity of 51.466152 kW (0.428885 %)
# curve cleared 51.466152 at $0.057362 with marginal_seller type
# supply curve at 2009-06-03 10:05:00 EDT: 120.000000 total and 0.000000 unresponsive
